code;url;product_name;generic_name;quantity;packaging;brands;categories;pnns_groups_1;pnns_groups_2;main_category;image_url;image_small_url
5060122039383;https://world.openfoodfacts.org/product/5060122039383;Bounty Chocolate Spread With Coconut Flakes;;200 g e;verre,pot,plastique;Bounty,Mars;Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Pâtes à tartiner;Sugary snacks;Sweets;fr:pates-a-tartiner;https://static.openfoodfacts.org/images/products/506/012/203/9383/front_en.27.400.jpg;https://static.openfoodfacts.org/images/products/506/012/203/9383/front_en.27.200.jpg
4311596460403;https://world.openfoodfacts.org/product/4311596460403;Sprüh Sahne;Sprühfertiges Milchmischerzeugnis, wärmebehandelt, mit 30% Fett im Milchanteil, mit Zucker;250 ml;40 FE, dose, Flasche, Dosen;Gut & Günstig;Sprühsahne;unknown;unknown;de:spruhsahne;https://static.openfoodfacts.org/images/products/431/159/646/0403/front_de.9.400.jpg;https://static.openfoodfacts.org/images/products/431/159/646/0403/front_de.9.200.jpg
4311501359518;https://world.openfoodfacts.org/product/4311501359518;Grana Padano;;100 g;Kunststoff;Edeka;Milchprodukte,Fermentierte Lebensmittel,Fermentierte Milch,Käse,Italienischer Käse,Grana Padano;Milk and dairy products;Cheese;en:grana-padano;https://static.openfoodfacts.org/images/products/431/150/135/9518/front_de.24.400.jpg;https://static.openfoodfacts.org/images/products/431/150/135/9518/front_de.24.200.jpg
4311596435982;https://world.openfoodfacts.org/product/4311596435982;Natürliches Mineralwasser Still;;1.5 l;Flasche,PET,Einwegfand;Gut & Günstig;Getränke,Wasser,Quellwasser,Mineralwasser,Alkoholfreie Getränke,Natürliches Mineralwasser,Natürliches Mineralwasser ohne Kohlensäure;Beverages;Waters and flavored waters;en:non-carbonated-natural-mineral-waters;https://static.openfoodfacts.org/images/products/431/159/643/5982/front_en.11.400.jpg;https://static.openfoodfacts.org/images/products/431/159/643/5982/front_en.11.200.jpg
4005096027333;https://world.openfoodfacts.org/product/4005096027333;Halloumi Grillkäse;;225 g;Pappkarton;Greco;Grillkäse;unknown;unknown;de:grillkäse;https://static.openfoodfacts.org/images/products/400/509/602/7333/front_de.4.400.jpg;https://static.openfoodfacts.org/images/products/400/509/602/7333/front_de.4.200.jpg
4008366013555;https://world.openfoodfacts.org/product/4008366013555;Gelbe Karotten mit grünem Spargel und Romanesco in Rucola-Butter;;380 g;Produkt,Pappkarton;Frosta;Frostgemüse;unknown;unknown;de:frostgemüse;https://static.openfoodfacts.org/images/products/400/836/601/3555/front_de.5.400.jpg;https://static.openfoodfacts.org/images/products/400/836/601/3555/front_de.5.200.jpg
8000407024366;https://world.openfoodfacts.org/product/8000407024366;Grana Padano;Italienischer Hartkäse, mindestens 32% Fett i. Tr.;200 g;Kunststoff;Trentin;Milchprodukte,Fermentierte Lebensmittel,Fermentierte Milch,Käse,Italienischer Käse,Grana Padano;Milk and dairy products;Cheese;en:grana-padano;https://static.openfoodfacts.org/images/products/800/040/702/4366/front_en.23.400.jpg;https://static.openfoodfacts.org/images/products/800/040/702/4366/front_en.23.200.jpg
4311501626870;https://world.openfoodfacts.org/product/4311501626870;Rotes johannisbeer gelee;;450 g;Glas,70 GL,22 PAP,91;Gut & Günstig;Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frühstücke, Brotaufstriche, Pflanzliche Brotaufstriche, Süße Brotaufstriche, Konfitüren und Marmeladen;Sugary snacks;Sweets;en:fruit-preserves;https://static.openfoodfacts.org/images/products/431/150/162/6870/front_de.5.400.jpg;https://static.openfoodfacts.org/images/products/431/150/162/6870/front_de.5.200.jpg
4008230208001;https://world.openfoodfacts.org/product/4008230208001;Alpen Kaffeesahne;Kaffeesahne;250 g;Glas,Glasflasche,Flasche;Saliter;Getränke,Milchprodukte,Milchersatz,Milch,Milchgetränke,Rahm,Kaffeegetränke,Kaffeesahne,Kaffeemilch,Getränkeweißer,Alkoholfreie Getränke;Beverages;Teas and herbal teas and coffees;en:coffee-milks;https://static.openfoodfacts.org/images/products/400/823/020/8001/front_de.4.400.jpg;https://static.openfoodfacts.org/images/products/400/823/020/8001/front_de.4.200.jpg
4260107220015;https://world.openfoodfacts.org/product/4260107220015;fritz-kola;Koffeinhaltige Limonade;330 ml;Glas,Mehrwegpfand;fritz-kola;Getränke, Kohlensäurehaltige Getränke, Erfrischungsgetränke, Cola, Gezuckerte Getränke;Beverages;Sweetened beverages;en:colas;https://static.openfoodfacts.org/images/products/426/010/722/0015/front_de.12.400.jpg;https://static.openfoodfacts.org/images/products/426/010/722/0015/front_de.12.200.jpg
4311596447510;https://world.openfoodfacts.org/product/4311596447510;Crème Fraîche;Crème Fraîche, 30% Fett;200 g;Kunststoff,Aluminium,Becher;Gut & Günstig;Milchprodukte, Rahm, fr:Crèmes entières;Milk and dairy products;Milk and yogurt;fr:cremes-entieres;https://static.openfoodfacts.org/images/products/431/159/644/7510/front_de.13.400.jpg;https://static.openfoodfacts.org/images/products/431/159/644/7510/front_de.13.200.jpg
4037400129037;https://world.openfoodfacts.org/product/4037400129037;Tropen-Früchte;Fruchtgummi;200 g;Kunststoff,Beutel;Katjes;Imbiss,Süßwaren,Konfekt,Bonbons,Gummibonbons,Gummibärchen;Sugary snacks;Sweets;en:gummy-bears;https://static.openfoodfacts.org/images/products/403/740/012/9037/front_de.22.400.jpg;https://static.openfoodfacts.org/images/products/403/740/012/9037/front_de.22.200.jpg
7314710210004;https://world.openfoodfacts.org/product/7314710210004;Haferflockengebäck;;600 g;Karton,Kunststoff;Gille;fr:Biscuits;Sugary snacks;Biscuits and cakes;en:biscuits;https://static.openfoodfacts.org/images/products/731/471/021/0004/front_de.4.400.jpg;https://static.openfoodfacts.org/images/products/731/471/021/0004/front_de.4.200.jpg
4311501601662;https://world.openfoodfacts.org/product/4311501601662;Speisequark 40% Fett i. Tr.;;250 g;06 PS,84 C/PAP;Gut & Günstig;Milchprodukte,Fermentierte Lebensmittel,Fermentierte Milch,Käse,Frischkäse,Quark,Quark Fettstufe;Milk and dairy products;Cheese;en:creamy-quark;https://static.openfoodfacts.org/images/products/431/150/160/1662/front_de.6.400.jpg;https://static.openfoodfacts.org/images/products/431/150/160/1662/front_de.6.200.jpg
4311596441655;https://world.openfoodfacts.org/product/4311596441655;Weizen Brötchen;Weizenbrötchen zum Fertigbacken;8 x 70 g;Plastic;Gut&Günstig,Edeka;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads;Cereals and potatoes;Bread;en:breads;https://static.openfoodfacts.org/images/products/431/159/644/1655/front_de.21.400.jpg;https://static.openfoodfacts.org/images/products/431/159/644/1655/front_de.21.200.jpg
4260046741053;https://world.openfoodfacts.org/product/4260046741053;Echter Räucherlachs;;200 g ℮;Kunststoff,Alu;Norfisk;Fisch und Meeresfrüchte, Fisch, Lachs;Fish Meat Eggs;Fish and seafood;en:salmons;https://static.openfoodfacts.org/images/products/426/004/674/1053/front_de.12.400.jpg;https://static.openfoodfacts.org/images/products/426/004/674/1053/front_de.12.200.jpg
4311596446117;https://world.openfoodfacts.org/product/4311596446117;Delikatess Gewürz-Gurken;;670 g;Glas,70 GL;Gut & Günstig,Edeka;Plant-based foods and beverages,Plant-based foods,Canned foods,Fruits and vegetables based foods,Canned plant-based foods,Pickles,Vegetables based foods,Canned vegetables,Plant-based pickles,Vegetable pickles,Pickled cucumbers,Gherkins;Fruits and vegetables;Vegetables;en:gherkins;https://static.openfoodfacts.org/images/products/431/159/644/6117/front_de.36.400.jpg;https://static.openfoodfacts.org/images/products/431/159/644/6117/front_de.36.200.jpg
4000401010147;https://world.openfoodfacts.org/product/4000401010147;Kaiser-Natron;Backnatron;250 g;Karton,Packung(en);Holste;Lebensmittelzusatzstoff, Rieselhilfen, Bicarbonates of soda;unknown;unknown;en:anticaking-agents;https://static.openfoodfacts.org/images/products/400/040/101/0147/front_de.7.400.jpg;https://static.openfoodfacts.org/images/products/400/040/101/0147/front_de.7.200.jpg
5410673059000;https://world.openfoodfacts.org/product/5410673059000;Kochbeutel Natur-Reis;;500g;packet;Uncle Ben's;Arroces;Cereals and potatoes;Cereals;en:rices;https://static.openfoodfacts.org/images/products/541/067/305/9000/front_en.22.400.jpg;https://static.openfoodfacts.org/images/products/541/067/305/9000/front_en.22.200.jpg
8053904630714;https://world.openfoodfacts.org/product/8053904630714;Shirataki konjac Linguini;konjac Linguini;200 g;Innerbox,carton,boîte,LDPE,Plastique;AsiaTica;Żywność i napoje na bazie roślin,Żywność na bazie roślin,Zboża i ziemniaki,Zboża i produkty zbożowe,Makarony,Produkty bezglutenowe,Makaron bezglutenowy,en:Konjac;Cereals and potatoes;Cereals;en:gluten-free-pasta;https://static.openfoodfacts.org/images/products/805/390/463/0714/front_en.12.400.jpg;https://static.openfoodfacts.org/images/products/805/390/463/0714/front_en.12.200.jpg
4104450003164;https://world.openfoodfacts.org/product/4104450003164;deit;;1 Liter;PET-Flasche;deit;de:zuckerfreies-erfrischungsgetrank;unknown;unknown;de:zuckerfreies-erfrischungsgetrank;https://static.openfoodfacts.org/images/products/410/445/000/3164/front_de.18.400.jpg;https://static.openfoodfacts.org/images/products/410/445/000/3164/front_de.18.200.jpg
4311501650042;https://world.openfoodfacts.org/product/4311501650042;Haltbarer Schmand;Sauermilcherzeugnis aus ultrahocherhitzter Sahne, 24% Fett;200 g;41 ALU,PP;Gut & Günstig;Schmand mit 15% bis 34% Fettanteil;Milk and dairy products;Milk and yogurt;en:smetana;https://static.openfoodfacts.org/images/products/431/150/165/0042/front_de.8.400.jpg;https://static.openfoodfacts.org/images/products/431/150/165/0042/front_de.8.200.jpg
4311501316658;https://world.openfoodfacts.org/product/4311501316658;Sauerrahm;Sauerrahm 10% Fett;200 g;Kunststoff,Aluminium,Karton,21 PAP,05 PP;EDEKA Bio;Milchprodukte,Fermentierte Lebensmittel,Rahm,Fermentierte Milch,Fermented creams,Sauerrahm;Milk and dairy products;Milk and yogurt;en:sour-creams;https://static.openfoodfacts.org/images/products/431/150/131/6658/front_de.37.400.jpg;https://static.openfoodfacts.org/images/products/431/150/131/6658/front_de.37.200.jpg
4025500177898;https://world.openfoodfacts.org/product/4025500177898;Froop Orange;Milcherzeugnis aus Fruchtzubereitung und Joghurt;150 g;Kunststoff;Müller, Froop;Milchprodukte, Fermentierte Lebensmittel, Fermentierte Milch, Joghurt;Milk and dairy products;Milk and yogurt;en:yogurts;https://static.openfoodfacts.org/images/products/402/550/017/7898/front_de.10.400.jpg;https://static.openfoodfacts.org/images/products/402/550/017/7898/front_de.10.200.jpg
4067700011015;https://world.openfoodfacts.org/product/4067700011015;Jägermeister;Liqueur aux herbes;0,7l;Bouteille,Verre;Jägermeister,Major spirits;Boissons, Boissons alcoolisées, Liqueurs, Schnaps;;Alcoholic beverages;en:liqueurs;https://static.openfoodfacts.org/images/products/406/770/001/1015/front_fr.21.400.jpg;https://static.openfoodfacts.org/images/products/406/770/001/1015/front_fr.21.200.jpg
40084107;https://world.openfoodfacts.org/product/40084107;Kinder Überraschung;;20 g;Aluminium;Kinder;Snacks, Süßwaren, Konfekt, Schokoladenkonfekt;Sugary snacks;Sweets;en:chocolate-candies;https://static.openfoodfacts.org/images/products/40084107/front_de.10.400.jpg;https://static.openfoodfacts.org/images/products/40084107/front_de.10.200.jpg
8076809521543;https://world.openfoodfacts.org/product/8076809521543;Sauce tomate et ricotta;;400 g;Glas;Barilla;Epicerie, Sauces, Sauces tomate;Fat and sauces;Dressings and sauces;en:tomato-sauces;https://static.openfoodfacts.org/images/products/807/680/952/1543/front_fr.33.400.jpg;https://static.openfoodfacts.org/images/products/807/680/952/1543/front_fr.33.200.jpg
4028900004665;https://world.openfoodfacts.org/product/4028900004665;Landjoghurt Mild 1,5% Fett, 1,5% Fett;Joghurt mild, mindestens 1,5% Fett;1000 g;Kunststoff;Weideglück;Milchprodukte, Fermentierte Lebensmittel, Fermentierte Milch, Joghurt;Milk and dairy products;Milk and yogurt;en:yogurts;https://static.openfoodfacts.org/images/products/402/890/000/4665/front_de.3.400.jpg;https://static.openfoodfacts.org/images/products/402/890/000/4665/front_de.3.200.jpg
5760466855129;https://world.openfoodfacts.org/product/5760466855129;Arla Buko Verfeinert mit mildem Ziegenkäse;Frischkäsezubereitung, wärmebehandelt, Rahmstufe;200 g;05 PP,♷;Arla,Buko;Milchprodukte, Fermentierte Lebensmittel, Fermentierte Milch, Käse, Frischkäse;Milk and dairy products;Cheese;en:cream-cheeses;https://static.openfoodfacts.org/images/products/576/046/685/5129/front_de.17.400.jpg;https://static.openfoodfacts.org/images/products/576/046/685/5129/front_de.17.200.jpg
4000540063035;https://world.openfoodfacts.org/product/4000540063035;Vollkorn Haferkissen;;300g;tüte;Kölln;Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Frühstücke,Getreide und Kartoffeln,Getreideprodukte,Frühstückscerealien;Cereals and potatoes;Breakfast cereals;en:breakfast-cereals;https://static.openfoodfacts.org/images/products/400/054/006/3035/front_de.7.400.jpg;https://static.openfoodfacts.org/images/products/400/054/006/3035/front_de.7.200.jpg
8711200318018;https://world.openfoodfacts.org/product/8711200318018;Nuss creme;;350 g;Glas;Flora Food;en:cocoa-and-hazelnuts-spreads;Sugary snacks;Sweets;en:cocoa-and-hazelnuts-spreads;https://static.openfoodfacts.org/images/products/871/120/031/8018/front_de.4.400.jpg;https://static.openfoodfacts.org/images/products/871/120/031/8018/front_de.4.200.jpg
4104420017740;https://world.openfoodfacts.org/product/4104420017740;Dinkel  Crunchy - Alnatura;;750g;Plastik,Kunststoff;Alnatura;Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Frühstücke,Getreide und Kartoffeln,Getreideprodukte,Frühstückscerealien,Getreideflocken,Frühstücksflocken,Gemischte Getreideflocken,Müslis;Cereals and potatoes;Breakfast cereals;en:mixed-cereal-flakes;https://static.openfoodfacts.org/images/products/410/442/001/7740/front_de.12.400.jpg;https://static.openfoodfacts.org/images/products/410/442/001/7740/front_de.12.200.jpg
4311501624586;https://world.openfoodfacts.org/product/4311501624586;Vegetarische Bolognese;Tomatensauce mit Sojaeiweiß;350 ml;Glas;EDEKA Bio;Lebensmittel,Saucen,Nudelsoßen;Fat and sauces;Dressings and sauces;en:pasta-sauces;https://static.openfoodfacts.org/images/products/431/150/162/4586/front_de.6.400.jpg;https://static.openfoodfacts.org/images/products/431/150/162/4586/front_de.6.200.jpg
5000159461849;https://world.openfoodfacts.org/product/5000159461849;Twix 6*2;;300 g;Carton,Folie;Mars;Imbiss,Süßwaren,Konfekt,Schokoladenkonfekt,Riegel,Schokoriegel;Sugary snacks;Biscuits and cakes;en:chocolate-bars;https://static.openfoodfacts.org/images/products/500/015/946/1849/front_de.43.400.jpg;https://static.openfoodfacts.org/images/products/500/015/946/1849/front_de.43.200.jpg
4000540003222;https://world.openfoodfacts.org/product/4000540003222;Knusper Schoko & Keks;Knuspriges Vollkorn-Getreideerzeugnis mit 11% Vollmilchschokolade und 6% Butterkeksen;500 g;Karton;Kölln,Kölln Müsli;Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frühstücke, Getreide und Kartoffeln, Getreideprodukte, Frühstückscerealien, Getreideflocken, Frühstücksflocken, Gemischte Getreideflocken, Müslis;Cereals and potatoes;Breakfast cereals;en:mixed-cereal-flakes;https://static.openfoodfacts.org/images/products/400/054/000/3222/front_de.12.400.jpg;https://static.openfoodfacts.org/images/products/400/054/000/3222/front_de.12.200.jpg
4009249001171;https://world.openfoodfacts.org/product/4009249001171;Lieken Urkorn Bauernmild mild &locker;Weizenmischbrot;500 g;Kunststofftüte;Lieken;de:weizenmischbrot;unknown;unknown;de:weizenmischbrot;https://static.openfoodfacts.org/images/products/400/924/900/1171/front_en.7.400.jpg;https://static.openfoodfacts.org/images/products/400/924/900/1171/front_en.7.200.jpg
4311501467053;https://world.openfoodfacts.org/product/4311501467053;Streichzart ungesalzen;Milchsteichfett 75%;250 g;frais,plastique,81;Gut & Günstig;Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Brotaufstriche,Fette,Pflanzliche Brotaufstriche,Gesalzene Aufstriche,Pflanzenfette,Streichfette (Milch- und Nichtmilcherzeugnisse),Margarinen;Salty snacks;Salty and fatty products;en:margarines;https://static.openfoodfacts.org/images/products/431/150/146/7053/front_de.19.400.jpg;https://static.openfoodfacts.org/images/products/431/150/146/7053/front_de.19.200.jpg
4311501617304;https://world.openfoodfacts.org/product/4311501617304;Streichzart ungesalzen;Milchstreichfett 75%;250 g;Plastic;Gut & Günstig,Edeka;Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Brotaufstriche,Fette,Pflanzliche Brotaufstriche,Gesalzene Aufstriche,Pflanzenfette,Streichfette (Milch- und Nichtmilcherzeugnisse),Margarinen,Unsalted margarines;Salty snacks;Salty and fatty products;en:unsalted-margarines;https://static.openfoodfacts.org/images/products/431/150/161/7304/front_de.20.400.jpg;https://static.openfoodfacts.org/images/products/431/150/161/7304/front_de.20.200.jpg
3487400000743;https://world.openfoodfacts.org/product/3487400000743;Express Basmati & Jasmin-Reis;Schonend gegarte Mischung aus Basmati und Jasmin Reis;250 g;Kunststoff;Uncle Ben's;Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Getreideprodukte, Meals, Fertiggerichte, Vorgegarter Reis;Composite foods;One-dish meals;en:precooked-rices;https://static.openfoodfacts.org/images/products/348/740/000/0743/front_de.12.400.jpg;https://static.openfoodfacts.org/images/products/348/740/000/0743/front_de.12.200.jpg
4002971453102;https://world.openfoodfacts.org/product/4002971453102;High protein Yoghurt  erzeugnis;;200 g;plastik;Ehrmann;Milchprodukte,Fermentierte Lebensmittel,Fermentierte Milch,Joghurt;Milk and dairy products;Milk and yogurt;en:yogurts;https://static.openfoodfacts.org/images/products/400/297/145/3102/front_de.24.400.jpg;https://static.openfoodfacts.org/images/products/400/297/145/3102/front_de.24.200.jpg
1230000022040;https://world.openfoodfacts.org/product/1230000022040;Sea salt caramel;;473 ml;en:ice cream tub;Halo Top;Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams,Ice cream tubs;Milk and dairy products;Ice cream;en:ice-cream-tubs;https://static.openfoodfacts.org/images/products/123/000/002/2040/front_en.15.400.jpg;https://static.openfoodfacts.org/images/products/123/000/002/2040/front_en.15.200.jpg
4250241203524;https://world.openfoodfacts.org/product/4250241203524;15 Fischstäbchen;Alaska Seelachs-Filet, paniert, praktisch grätenfrei, vorgebraten und tiefgefroren;450 g;Boîte,Carton,Surgelé,Packung(en),Karton;iglo;Frozen foods,Meals,Seafood,Fishes,Breaded products,Fish preparations,Frozen ready-made meals,Breaded fish,Breaded Hake fish,de:Tiefkühl-Fisch;Fish Meat Eggs;Fish and seafood;en:breaded-hake-fish;https://static.openfoodfacts.org/images/products/425/024/120/3524/front_de.28.400.jpg;https://static.openfoodfacts.org/images/products/425/024/120/3524/front_de.28.200.jpg
4311501391709;https://world.openfoodfacts.org/product/4311501391709;Rosenkohl;;1 kg;♶;Gut & Günstig;Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Fresh foods, Gemüsebasierte Lebensmittel, Fresh plant-based foods, Frisches Gemüse, Rosenkohl;Fruits and vegetables;Vegetables;en:brussels-sprouts;https://static.openfoodfacts.org/images/products/431/150/139/1709/front_de.6.400.jpg;https://static.openfoodfacts.org/images/products/431/150/139/1709/front_de.6.200.jpg
4311596475780;https://world.openfoodfacts.org/product/4311596475780;Broccoli;;1000 g;glas;Gut & Günstig;Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Tiefkühlprodukte, Fresh foods, Tiefgekühlte pflanzliche Lebensmittel, Gemüsebasierte Lebensmittel, Fresh plant-based foods, Tiefkühl-Gemüse, Frisches Gemüse, Brokkoli, Tiefkühl-Brokkoli;fruits-and-vegetables;vegetables;en:frozen-broccoli-florets;https://static.openfoodfacts.org/images/products/431/159/647/5780/front_de.11.400.jpg;https://static.openfoodfacts.org/images/products/431/159/647/5780/front_de.11.200.jpg
4311501470138;https://world.openfoodfacts.org/product/4311501470138;Sultaninen;;250 g;Kunststoff;Gut & Günstig;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Dried products,Dried plant-based foods,Dried fruits,Raisins,Sultana raisins;Fruits and vegetables;Dried fruits;en:sultana-raisins;https://static.openfoodfacts.org/images/products/431/150/147/0138/front_de.4.400.jpg;https://static.openfoodfacts.org/images/products/431/150/147/0138/front_de.4.200.jpg
4002971243802;https://world.openfoodfacts.org/product/4002971243802;High Protein Vanilla Pudding;;200g;becher;ehrmann;Desserts,Puddings;Milk and dairy products;Dairy desserts;en:puddings;https://static.openfoodfacts.org/images/products/400/297/124/3802/front_de.4.400.jpg;https://static.openfoodfacts.org/images/products/400/297/124/3802/front_de.4.200.jpg
4311501464489;https://world.openfoodfacts.org/product/4311501464489;Deutsche Markenbutter;Deutsche Markenbutter mildgesäuert, 82% Gesamtfettgehalt;250 g;84,Papier,Aluminium;Gut & Günstig;Milchprodukte, Brotaufstriche, Fette, Streichfette (Milch- und Nichtmilcherzeugnisse), Tierische Fette, Milchfette, Butter, Mildgesäuerte Butter;Fat and sauces;Fats;en:mildly-soured-butters;https://static.openfoodfacts.org/images/products/431/150/146/4489/front_de.8.400.jpg;https://static.openfoodfacts.org/images/products/431/150/146/4489/front_de.8.200.jpg
4311596456246;https://world.openfoodfacts.org/product/4311596456246;Multivitaminsaft;Multivitamin-Mehrfrucht-Karottensaft, teilweise aus Fruchtsaftkonzentraten und Karottensaftkonzentrat;1 l;Kunststoff,Pfandfrei;Gut & Günstig;Pflanzliche Lebensmittel und Getränke,Getränke,Pflanzliche Getränke,Fruchtgetränke,Säfte und Nektare,Fruchtsäfte und -Nektare,Fruchsäfte,Multifruchtsäfte,Alkoholfreie Getränke;Beverages;Fruit juices;en:multifruit-juices;https://static.openfoodfacts.org/images/products/431/159/645/6246/front_en.3.400.jpg;https://static.openfoodfacts.org/images/products/431/159/645/6246/front_en.3.200.jpg
4311501439722;https://world.openfoodfacts.org/product/4311501439722;Apfelmus;Püree aus Äpfeln;400 g;Kunststoff,Aluminium,Karton;Gut & Günstig;Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Desserts, Frucht- und gemüsebasierte Lebensmittel, Fruchtbasierte Lebensmittel, Kompotte, Apfelkompott, Applesauces;Fruits and vegetables;Fruits;en:applesauces;https://static.openfoodfacts.org/images/products/431/150/143/9722/front_de.7.400.jpg;https://static.openfoodfacts.org/images/products/431/150/143/9722/front_de.7.200.jpg
4311596062423;https://world.openfoodfacts.org/product/4311596062423;Ananas Stücke Leicht Gezuckert;;565 g;Dose;Gut & Günstig,Edeka;Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Desserts, Frucht- und gemüsebasierte Lebensmittel, Konserven, Fruchtbasierte Lebensmittel, Konserven-Produkte auf pflanzlicher Basis, Dosenfrüchte, Früchte in Sirup, Ananas in Sirup;Fruits and vegetables;Fruits;en:pineapple-in-syrup;https://static.openfoodfacts.org/images/products/431/159/606/2423/front_de.6.400.jpg;https://static.openfoodfacts.org/images/products/431/159/606/2423/front_de.6.200.jpg
42111702;https://world.openfoodfacts.org/product/42111702;Beck's Green Lemon;Biermischgetränk aus 50% Bier und 50% Erfrischungsgetränk mit Lemon-Geschmack;0,33 l;Flasche,Glas,Mehrwegpfand;Beck's;Getränke,Alkoholische Getränke,Biere;;Alcoholic beverages;en:beers;https://static.openfoodfacts.org/images/products/42111702/front_de.9.400.jpg;https://static.openfoodfacts.org/images/products/42111702/front_de.9.200.jpg
8852018101024;https://world.openfoodfacts.org/product/8852018101024;Chicken flavour asian cuisine;instant noodles;60g;Plastic;YumYum;Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Produits déshydratés,Produits lyophilisés à reconstituer,Nouilles,Nouilles instantanées;Cereals and potatoes;Cereals;en:instant-noodles;https://static.openfoodfacts.org/images/products/885/201/810/1024/front_de.15.400.jpg;https://static.openfoodfacts.org/images/products/885/201/810/1024/front_de.15.200.jpg
4000832725504;https://world.openfoodfacts.org/product/4000832725504;Zaziki;;550g;Kunststoff;Apostels;Lebensmittel,Saucen,Dips,Tsatsikis,Eier- & Milchprodukte,Joghurt;Milk and dairy products;Milk and yogurt;en:dips;https://static.openfoodfacts.org/images/products/400/083/272/5504/front_de.3.400.jpg;https://static.openfoodfacts.org/images/products/400/083/272/5504/front_de.3.200.jpg
4003490323709;https://world.openfoodfacts.org/product/4003490323709;Joghurt nach griechischer Art Kirsche;;600 g;en:Paper,en:Plastic, Paper;Elinas;Milchprodukte, Fermentierte Lebensmittel, Fermentierte Milch, Joghurt, Griechische Joghurt;Milk and dairy products;Milk and yogurt;en:greek-yogurts;https://static.openfoodfacts.org/images/products/400/349/032/3709/front_de.5.400.jpg;https://static.openfoodfacts.org/images/products/400/349/032/3709/front_de.5.200.jpg
4311596447558;https://world.openfoodfacts.org/product/4311596447558;Alaska Seelachs Schnitzel;Alaska-Seelachs Schnitzel, Lachsersatz in Rapsöl;125 g;70 GL;Gut & Günstig;Lachsersatze;unknown;unknown;de:lachsersatze;https://static.openfoodfacts.org/images/products/431/159/644/7558/front_de.10.400.jpg;https://static.openfoodfacts.org/images/products/431/159/644/7558/front_de.10.200.jpg
4311501347591;https://world.openfoodfacts.org/product/4311501347591;Tomatenmark 3-fach konzentriert;Tomatenmark;200 g;Aluminium Tube;Edeka Italia,Edeka;Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Lebensmittel,Frucht- und gemüsebasierte Lebensmittel,Gemüsebasierte Lebensmittel,Saucen,Tomaten und Tomatenprodukte,Tomatensaucen,Tomatenpüree;Fat and sauces;Dressings and sauces;en:tomato-purees;https://static.openfoodfacts.org/images/products/431/150/134/7591/front_de.9.400.jpg;https://static.openfoodfacts.org/images/products/431/150/134/7591/front_de.9.200.jpg
4311596455454;https://world.openfoodfacts.org/product/4311596455454;Tomatenmark 3fach konzentriert;;200 g;Tube;Gut & Günstig;Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Frucht- und gemüsebasierte Lebensmittel,Gemüsebasierte Lebensmittel,Tomaten und Tomatenprodukte,Tomatenmark;Fruits and vegetables;Vegetables;en:tomato-pastes;https://static.openfoodfacts.org/images/products/431/159/645/5454/front_en.4.400.jpg;https://static.openfoodfacts.org/images/products/431/159/645/5454/front_en.4.200.jpg
4014500234915;https://world.openfoodfacts.org/product/4014500234915;Zottarella Classic;Mozzarella 45% Fett i.Tr.;400 g Abtropfgewicht: 250 g;07 O;Zott;Milchprodukte, Fermentierte Lebensmittel, Fermentierte Milch, Käse, Italienischer Käse, Filata, Mozzarella;Milk and dairy products;Cheese;en:mozzarella;https://static.openfoodfacts.org/images/products/401/450/023/4915/front_de.5.400.jpg;https://static.openfoodfacts.org/images/products/401/450/023/4915/front_de.5.200.jpg
4001724011057;https://world.openfoodfacts.org/product/4001724011057;Die Ofenfrische Speciale;Pizza mit Schinken, Salami, Champignons und Käse, tiefgefroren;415 g;Karton,Kunststoff;Dr.Oetker;Tiefkühlprodukte,Fertiggerichte,Pizzas,Pizzen,Tiefkühlpizza,Gefrorene Pizzas und Kuchen;Composite foods;Pizza pies and quiche;en:frozen-pizzas;https://static.openfoodfacts.org/images/products/400/172/401/1057/front_de.17.400.jpg;https://static.openfoodfacts.org/images/products/400/172/401/1057/front_de.17.200.jpg
